mlp,/mlp01_May_2022_17_12_05,17m 8s,0.6759860515594482,0.6806966662406921
mlp,/mlp01_May_2022_17_57_07,18m 18s,0.6642476916313171,0.6669722199440002
mlp,/mlp01_May_2022_18_16_58,18m 43s,0.7095205783843994,0.7119649648666382
mlp,/mlp01_May_2022_18_36_38,18m 30s,0.7492170333862305,0.7487587332725525
mlp,/mlp01_May_2022_18_56_27,18m 41s,0.7847885489463806,0.7822167873382568
mlp,/mlp01_May_2022_19_16_03,18m 26s,0.8031217455863953,0.800346314907074
mlp,/mlp01_May_2022_19_38_23,21m 11s,0.6278868317604065,0.6302803754806519
mlp,/mlp01_May_2022_20_00_41,21m 10s,0.6942683458328247,0.697629451751709
mlp,/mlp01_May_2022_20_23_12,21m 21s,0.7503374218940735,0.7499045133590698
mlp,/mlp01_May_2022_20_45_40,21m 20s,0.7819367051124573,0.7827770113945007
mlp,/mlp01_May_2022_21_08_04,21m 14s,0.8096656799316406,0.8104550242424011
resnet,/resnet01_May_2022_21_22_24,225m 31s,0.9606345295906067,0.9617803692817688
resnet,/resnet02_May_2022_01_07_49,224m 24s,0.9574007987976074,0.9571207165718079
resnet,/resnet02_May_2022_04_54_18,225m 29s,0.9473684430122375,0.9478267431259155
